Consensus (automatic)	Assessment_1	Assessment_2	URL	Project	Method	Invariant_type	Invariant	Comments
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L636	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	pre	this.m_headFilter == null	
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L637	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	pre	Contract.ForAll(loggingEvents, x => x.m_thrownException == null)	
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L638	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	pre	this.m_threshold == null	
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L639	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	pre	Contract.ForAll(loggingEvents, x => x.m_data.LocationInfo == null)	
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L640	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	pre	this.m_renderWriter == null	
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L641	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	post	this.m_renderWriter == Contract.OldValue(this.m_renderWriter)	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L642	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	post	Contract.ForAll(0, loggingEvents.Count(), i => loggingEvents[i].m_repository.Equals(Contract.OldValue(loggingEvents)[i].m_repository))	many valid, but not useful post-conditions that just check LoggingEvent invariants
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L643	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	post	Contract.ForAll(loggingEvents, x => x.m_data.ThreadName != null)	
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L644	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	post	Contract.ForAll(0, loggingEvents.Count(), i => loggingEvents[i].m_data.Message == loggingEvents[i].m_message)	E.g. here: https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Core/LoggingEvent.cs#L735
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L645	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	post	this.m_name == Contract.OldValue(this.m_name)	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L646	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	post	Contract.ForAll(0, loggingEvents.Count(), i => loggingEvents[i].m_cacheUpdatable.Equals(Contract.OldValue(loggingEvents)[i].m_cacheUpdatable))	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L647	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	post	Contract.ForAll(loggingEvents, x => x.m_data.Level != null)	
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L648	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	post	Contract.ForAll(0, loggingEvents.Count(), i => loggingEvents[i].m_data.ExceptionString.Equals(loggingEvents[i].m_data.Identity))	
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L649	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	post	this.m_threshold == Contract.OldValue(this.m_threshold)	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L650	log4net	log4net.Appender.AppenderSkeleton.Append(log4net.Core.LoggingEvent[] loggingEvents)	post	this.m_recursiveGuard == true	should really be a precondition, set upstream by DoAppend: https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L410
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L387	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	pre	Contract.ForAll(loggingEvents, x => x.m_data.ExceptionString != null)	R1: couldn't see why it had to have a non-null exception string?
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L388	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	pre	Contract.ForAll(loggingEvents, x => x.m_fixFlags != null)	R1: ditto, is generally the idea that Filters look at ANY field of a loggingevent? If so, this and above are valid.
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L389	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	pre	Contract.Exists(loggingEvents, x => x.m_cacheUpdatable.Equals(this.m_recursiveGuard))	
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L390	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	pre	Contract.ForAll(loggingEvents, x => x.m_eventProperties == null)	not sure
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L391	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	pre	this.m_layout == null	
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L392	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	pre	Contract.ForAll(0, loggingEvents.Count(), i => loggingEvents[i].m_data.ExceptionString.Equals(loggingEvents[i].m_data.Identity))	
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L393	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	pre	loggingEvents.Count().OneOf(2, 6)	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L394	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	pre	Contract.ForAll(loggingEvents, x => x.m_repository != null)	
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L395	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	pre	Contract.ForAll(loggingEvents, x => x.m_cacheUpdatable == this.m_recursiveGuard)	
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L396	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	pre	this.m_recursiveGuard == false	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L397	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	post	Contract.ForAll(0, loggingEvents.Count(), i => loggingEvents[i].m_data.Level.Equals(Contract.OldValue(loggingEvents)[i].m_data.Level))	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L398	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	post	Contract.ForAll(0, loggingEvents.Count(), i => loggingEvents[i].m_data.Equals(Contract.OldValue(loggingEvents)[i].m_data))	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L399	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	post	Contract.OldValue(loggingEvents) != null	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L400	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	post	Contract.ForAll(0, loggingEvents.Count(), i => loggingEvents[i].m_compositeProperties.m_flattened.Equals(Contract.OldValue(loggingEvents)[i].m_compositeProperties.m_flattened))	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L401	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	post	Contract.ForAll(0, loggingEvents.Count(), i => loggingEvents[i].m_data.LoggerName.Equals(Contract.OldValue(loggingEvents)[i].m_data.LoggerName))	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L402	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	post	this.m_headFilter == Contract.OldValue(this.m_headFilter)	FilterEvent(loggingEvent)does look at m_headFilter, but doesn't changeit (line 157)
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L403	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	post	this.m_closed == Contract.OldValue(this.m_closed)	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L404	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	post	Contract.ForAll(0, loggingEvents.Count(), i => loggingEvents[i].m_compositeProperties.Equals(Contract.OldValue(loggingEvents)[i].m_compositeProperties))	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L405	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	post	this.m_recursiveGuard == Contract.OldValue(this.m_recursiveGuard)	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/AppenderSkeleton.cs#L406	log4net	log4net.Appender.AppenderSkeleton.DoAppend(log4net.Core.LoggingEvent[] loggingEvents)	post	Contract.ForAll(0, loggingEvents.Count(), i => loggingEvents[i].m_data.UserName.Equals(Contract.OldValue(loggingEvents)[i].m_data.UserName))	
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1245	log4net	log4net.Appender.FileAppender.WriteHeader()	pre	this.m_fileName != null	(note: invokes super-class implementation here https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/TextWriterAppender.cs#L397)
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1246	log4net	log4net.Appender.FileAppender.WriteHeader()	pre	this.m_securityContext != null	
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1247	log4net	log4net.Appender.FileAppender.WriteHeader()	pre	this.m_lockingModel.m_appender != null	
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1248	log4net	log4net.Appender.FileAppender.WriteHeader()	pre	this.m_securityContext != null	
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1249	log4net	log4net.Appender.FileAppender.WriteHeader()	pre	this == this.m_lockingModel.m_appender	though probably valid
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1250	log4net	log4net.Appender.FileAppender.WriteHeader()	pre	this.m_stream.m_lockLevel == 0	not true if file is locked
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1251	log4net	log4net.Appender.FileAppender.WriteHeader()	pre	this.m_stream != null	explicitly checked for
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1252	log4net	log4net.Appender.FileAppender.WriteHeader()	pre	this.m_stream.m_realStream == null	L316 shows this isn't true if file is locked
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1253	log4net	log4net.Appender.FileAppender.WriteHeader()	post	this.m_appendToFile == Contract.OldValue(this.m_appendToFile)	though probably valid
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1254	log4net	log4net.Appender.FileAppender.WriteHeader()	post	this.m_fileName != null	though probably valid
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1255	log4net	log4net.Appender.FileAppender.WriteHeader()	post	this.m_stream.m_realStream != null	R1: should be set to null when lock is released? https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L350
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1256	log4net	log4net.Appender.FileAppender.WriteHeader()	post	this.m_encoding == Contract.OldValue(this.m_encoding)	
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1257	log4net	log4net.Appender.FileAppender.WriteHeader()	post	this.m_securityContext == Contract.OldValue(this.m_securityContext)	
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1258	log4net	log4net.Appender.FileAppender.WriteHeader()	post	this.m_lockingModel.m_appender == Contract.OldValue(this)	
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1259	log4net	log4net.Appender.FileAppender.WriteHeader()	post	this.m_lockingModel == Contract.OldValue(this.m_stream.m_lockingModel)	
valid	valid	valid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1260	log4net	log4net.Appender.FileAppender.WriteHeader()	post	this.m_stream.m_readTotal == Contract.OldValue(this.m_stream.m_readTotal)	though probably valid
irrelevant	irrelevant	irrelevant	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1261	log4net	log4net.Appender.FileAppender.WriteHeader()	post	this.m_fileName == Contract.OldValue(this.m_fileName)	
invalid	invalid	invalid	https://github.com/apache/logging-log4net/blob/c04a774240fd4500ed3206124aba5b4bc8bc4933/src/Appender/FileAppender.cs#L1262	log4net	log4net.Appender.FileAppender.WriteHeader()	post	this.m_stream.m_lockLevel == 1	same as above; should be zero because of releaselock
irrelevant	irrelevant	irrelevant	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/CounterMetric.cs#L44	metrics	Metrics.Core.CounterMetric.Increment(System.Int64 value)	pre	this.setCounters != null	though probably valid
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/CounterMetric.cs#L45	metrics	Metrics.Core.CounterMetric.Increment(System.Int64 value)	pre	this.counter != null	
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/CounterMetric.cs#L46	metrics	Metrics.Core.CounterMetric.Increment(System.Int64 value)	pre	this.counter.value == 0	
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/CounterMetric.cs#L47	metrics	Metrics.Core.CounterMetric.Increment(System.Int64 value)	post	this.counter.value == Contract.OldValue(value)	effectively same as above
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/CounterMetric.cs#L48	metrics	Metrics.Core.CounterMetric.Increment(System.Int64 value)	post	this.counter != null	
irrelevant	irrelevant	irrelevant	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/CounterMetric.cs#L49	metrics	Metrics.Core.CounterMetric.Increment(System.Int64 value)	post	this.setCounters == Contract.OldValue(this.setCounters)	
irrelevant	irrelevant	irrelevant	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/Core/CounterMetric.cs#L50	metrics	Metrics.Core.CounterMetric.Increment(System.Int64 value)	post	this.setCounters != null	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Core/TimerMetric.cs#L89	metrics	Metrics.Core.TimerMetric.NewContext(System.Action`1<System.TimeSpan> finalAction, System.String userValue)	pre	this.histogram != null	used downstream: https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Core/TimerMetric.cs#L44
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Core/TimerMetric.cs#L90	metrics	Metrics.Core.TimerMetric.NewContext(System.Action`1<System.TimeSpan> finalAction, System.String userValue)	pre	this.clock != null	used in https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Utils/TimeMeasuringContext.cs
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Core/TimerMetric.cs#L91	metrics	Metrics.Core.TimerMetric.NewContext(System.Action`1<System.TimeSpan> finalAction, System.String userValue)	pre	this.meter != null	
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Core/TimerMetric.cs#L92	metrics	Metrics.Core.TimerMetric.NewContext(System.Action`1<System.TimeSpan> finalAction, System.String userValue)	pre	this.counter.value == 0	R1: Should it be counter.Value? (i see it upper cased elsewhere)
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Core/TimerMetric.cs#L93	metrics	Metrics.Core.TimerMetric.NewContext(System.Action`1<System.TimeSpan> finalAction, System.String userValue)	pre	this.counter != null	
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Core/TimerMetric.cs#L94	metrics	Metrics.Core.TimerMetric.NewContext(System.Action`1<System.TimeSpan> finalAction, System.String userValue)	post	this.counter.value == 1	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Core/TimerMetric.cs#L95	metrics	Metrics.Core.TimerMetric.NewContext(System.Action`1<System.TimeSpan> finalAction, System.String userValue)	post	this.histogram == Contract.OldValue(this.histogram)	R1: thought it might be irrelevant since not affected here, only when the closure is invoked?
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Core/TimerMetric.cs#L96	metrics	Metrics.Core.TimerMetric.NewContext(System.Action`1<System.TimeSpan> finalAction, System.String userValue)	post	this.clock == Contract.OldValue(this.clock)	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Core/TimerMetric.cs#L97	metrics	Metrics.Core.TimerMetric.NewContext(System.Action`1<System.TimeSpan> finalAction, System.String userValue)	post	this.counter != null	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Core/TimerMetric.cs#L98	metrics	Metrics.Core.TimerMetric.NewContext(System.Action`1<System.TimeSpan> finalAction, System.String userValue)	post	this.meter != null	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Core/TimerMetric.cs#L99	metrics	Metrics.Core.TimerMetric.NewContext(System.Action`1<System.TimeSpan> finalAction, System.String userValue)	post	this.clock != null	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Core/TimerMetric.cs#L100	metrics	Metrics.Core.TimerMetric.NewContext(System.Action`1<System.TimeSpan> finalAction, System.String userValue)	post	this.histogram != null	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Core/TimerMetric.cs#L101	metrics	Metrics.Core.TimerMetric.NewContext(System.Action`1<System.TimeSpan> finalAction, System.String userValue)	post	this.meter == Contract.OldValue(this.meter)	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/MetricsContext.cs#L87	metrics	Metrics.MetricsContext.Meter(System.String name, Metrics.Unit unit, Metrics.TimeUnit rateUnit, Metrics.MetricTags tags)	pre	name != null	(basically a constructor)
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/MetricsContext.cs#L88	metrics	Metrics.MetricsContext.Meter(System.String name, Metrics.Unit unit, Metrics.TimeUnit rateUnit, Metrics.MetricTags tags)	pre	tags != null	can be null, despite default override
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/MetricsContext.cs#L89	metrics	Metrics.MetricsContext.Meter(System.String name, Metrics.Unit unit, Metrics.TimeUnit rateUnit, Metrics.MetricTags tags)	pre	name != null	
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/MetricsContext.cs#L90	metrics	Metrics.MetricsContext.Meter(System.String name, Metrics.Unit unit, Metrics.TimeUnit rateUnit, Metrics.MetricTags tags)	pre	name.Equals("Errors")	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/MetricsContext.cs#L91	metrics	Metrics.MetricsContext.Meter(System.String name, Metrics.Unit unit, Metrics.TimeUnit rateUnit, Metrics.MetricTags tags)	pre	unit != null	
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/MetricsContext.cs#L92	metrics	Metrics.MetricsContext.Meter(System.String name, Metrics.Unit unit, Metrics.TimeUnit rateUnit, Metrics.MetricTags tags)	pre	rateUnit != null	can be null, despite default override
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/MetricsContext.cs#L93	metrics	Metrics.MetricsContext.Meter(System.String name, Metrics.Unit unit, Metrics.TimeUnit rateUnit, Metrics.MetricTags tags)	pre	unit != null	
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/MetricsContext.cs#L94	metrics	Metrics.MetricsContext.Meter(System.String name, Metrics.Unit unit, Metrics.TimeUnit rateUnit, Metrics.MetricTags tags)	pre	rateUnit != null	
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/MetricsContext.cs#L95	metrics	Metrics.MetricsContext.Meter(System.String name, Metrics.Unit unit, Metrics.TimeUnit rateUnit, Metrics.MetricTags tags)	pre	tags != null	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/MetricsContext.cs#L96	metrics	Metrics.MetricsContext.Meter(System.String name, Metrics.Unit unit, Metrics.TimeUnit rateUnit, Metrics.MetricTags tags)	post	name.Equals(Contract.OldValue(name))	but not useful
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b910ca717ae12048d0d99fd37f0ceed/Src/Metrics/MetricsContext.cs#L97	metrics	Metrics.MetricsContext.Meter(System.String name, Metrics.Unit unit, Metrics.TimeUnit rateUnit, Metrics.MetricTags tags)	post	name.Equals("Errors")	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Json/JsonMeter.cs#L57	metrics	Metrics.Json.JsonMeter.ToJsonObject()	pre	Contract.ForAll(this.items, x => x != null)	
invalid	invalid	invalid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Json/JsonMeter.cs#L58	metrics	Metrics.Json.JsonMeter.ToJsonObject()	pre	this.items.Count() == 1	
valid	valid	valid	https://github.com/etishor/Metrics.NET/blob/dee08fd67b/Src/Metrics/Json/JsonMeter.cs#L59	metrics	Metrics.Json.JsonMeter.ToJsonObject()	pre	this.items != null	
